Geography,Geography code,Week,CauseOfDeath,PlaceOfDeath,RegistrationOrOccurrence,death2020
Barking and Dagenham,E09000002,Week 36,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 36,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 37,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 37,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 37,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 37,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 37,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 37,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 37,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 37,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 37,COVID 19,Hospital,Occurrences,2
Barking and Dagenham,E09000002,Week 37,COVID 19,Hospital,Registrations,1
Barking and Dagenham,E09000002,Week 37,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 37,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 38,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 38,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 38,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 38,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 38,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 38,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 38,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 38,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 38,COVID 19,Hospital,Occurrences,0
Barking and Dagenham,E09000002,Week 38,COVID 19,Hospital,Registrations,1
Barking and Dagenham,E09000002,Week 38,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 38,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 39,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 39,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 39,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 39,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 39,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 39,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 39,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 39,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 39,COVID 19,Hospital,Occurrences,2
Barking and Dagenham,E09000002,Week 39,COVID 19,Hospital,Registrations,1
Barking and Dagenham,E09000002,Week 39,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 39,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Hospital,Occurrences,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Hospital,Registrations,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 4,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 40,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 40,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 40,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 40,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 40,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 40,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 40,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 40,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 40,COVID 19,Hospital,Occurrences,0
Barking and Dagenham,E09000002,Week 40,COVID 19,Hospital,Registrations,1
Barking and Dagenham,E09000002,Week 40,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 40,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 41,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 41,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 41,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 41,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 41,COVID 19,Home,Occurrences,1
Barking and Dagenham,E09000002,Week 41,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 41,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 41,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 41,COVID 19,Hospital,Occurrences,3
Barking and Dagenham,E09000002,Week 41,COVID 19,Hospital,Registrations,0
Barking and Dagenham,E09000002,Week 41,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 41,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 42,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 42,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 42,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 42,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 42,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 42,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 42,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 42,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 42,COVID 19,Hospital,Occurrences,3
Barking and Dagenham,E09000002,Week 42,COVID 19,Hospital,Registrations,4
Barking and Dagenham,E09000002,Week 42,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 42,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 43,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 43,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 43,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 43,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 43,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 43,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 43,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 43,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 43,COVID 19,Hospital,Occurrences,2
Barking and Dagenham,E09000002,Week 43,COVID 19,Hospital,Registrations,2
Barking and Dagenham,E09000002,Week 43,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 43,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 44,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 44,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 44,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 44,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 44,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 44,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 44,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 44,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 44,COVID 19,Hospital,Occurrences,4
Barking and Dagenham,E09000002,Week 44,COVID 19,Hospital,Registrations,2
Barking and Dagenham,E09000002,Week 44,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 44,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 45,COVID 19,Care home,Occurrences,1
Barking and Dagenham,E09000002,Week 45,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 45,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 45,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 45,COVID 19,Home,Occurrences,1
Barking and Dagenham,E09000002,Week 45,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 45,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 45,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 45,COVID 19,Hospital,Occurrences,7
Barking and Dagenham,E09000002,Week 45,COVID 19,Hospital,Registrations,6
Barking and Dagenham,E09000002,Week 45,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 45,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 46,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 46,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 46,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 46,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 46,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 46,COVID 19,Home,Registrations,1
Barking and Dagenham,E09000002,Week 46,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 46,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 46,COVID 19,Hospital,Occurrences,11
Barking and Dagenham,E09000002,Week 46,COVID 19,Hospital,Registrations,12
Barking and Dagenham,E09000002,Week 46,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 46,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 47,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 47,COVID 19,Care home,Registrations,1
Barking and Dagenham,E09000002,Week 47,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 47,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 47,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 47,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 47,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 47,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 47,COVID 19,Hospital,Occurrences,12
Barking and Dagenham,E09000002,Week 47,COVID 19,Hospital,Registrations,10
Barking and Dagenham,E09000002,Week 47,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 47,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 48,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 48,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 48,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 48,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 48,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 48,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 48,COVID 19,Hospice,Occurrences,1
Barking and Dagenham,E09000002,Week 48,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 48,COVID 19,Hospital,Occurrences,8
Barking and Dagenham,E09000002,Week 48,COVID 19,Hospital,Registrations,7
Barking and Dagenham,E09000002,Week 48,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 48,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 49,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 49,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 49,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 49,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 49,COVID 19,Home,Occurrences,3
Barking and Dagenham,E09000002,Week 49,COVID 19,Home,Registrations,1
Barking and Dagenham,E09000002,Week 49,COVID 19,Hospice,Occurrences,1
Barking and Dagenham,E09000002,Week 49,COVID 19,Hospice,Registrations,1
Barking and Dagenham,E09000002,Week 49,COVID 19,Hospital,Occurrences,10
Barking and Dagenham,E09000002,Week 49,COVID 19,Hospital,Registrations,11
Barking and Dagenham,E09000002,Week 49,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 49,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Hospital,Occurrences,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Hospital,Registrations,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 5,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 50,COVID 19,Care home,Occurrences,1
Barking and Dagenham,E09000002,Week 50,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 50,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 50,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 50,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 50,COVID 19,Home,Registrations,1
Barking and Dagenham,E09000002,Week 50,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 50,COVID 19,Hospice,Registrations,1
Barking and Dagenham,E09000002,Week 50,COVID 19,Hospital,Occurrences,13
Barking and Dagenham,E09000002,Week 50,COVID 19,Hospital,Registrations,14
Barking and Dagenham,E09000002,Week 50,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 50,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 51,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 51,COVID 19,Care home,Registrations,1
Barking and Dagenham,E09000002,Week 51,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 51,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 51,COVID 19,Home,Occurrences,1
Barking and Dagenham,E09000002,Week 51,COVID 19,Home,Registrations,2
Barking and Dagenham,E09000002,Week 51,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 51,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 51,COVID 19,Hospital,Occurrences,14
Barking and Dagenham,E09000002,Week 51,COVID 19,Hospital,Registrations,8
Barking and Dagenham,E09000002,Week 51,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 51,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 52,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 52,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 52,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 52,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 52,COVID 19,Home,Occurrences,4
Barking and Dagenham,E09000002,Week 52,COVID 19,Home,Registrations,1
Barking and Dagenham,E09000002,Week 52,COVID 19,Hospice,Occurrences,1
Barking and Dagenham,E09000002,Week 52,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 52,COVID 19,Hospital,Occurrences,24
Barking and Dagenham,E09000002,Week 52,COVID 19,Hospital,Registrations,16
Barking and Dagenham,E09000002,Week 52,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 52,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 53,COVID 19,Care home,Occurrences,3
Barking and Dagenham,E09000002,Week 53,COVID 19,Care home,Registrations,2
Barking and Dagenham,E09000002,Week 53,COVID 19,Elsewhere,Occurrences,1
Barking and Dagenham,E09000002,Week 53,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 53,COVID 19,Home,Occurrences,8
Barking and Dagenham,E09000002,Week 53,COVID 19,Home,Registrations,3
Barking and Dagenham,E09000002,Week 53,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 53,COVID 19,Hospice,Registrations,1
Barking and Dagenham,E09000002,Week 53,COVID 19,Hospital,Occurrences,36
Barking and Dagenham,E09000002,Week 53,COVID 19,Hospital,Registrations,17
Barking and Dagenham,E09000002,Week 53,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 53,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Care home,Occurrences,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Care home,Registrations,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Elsewhere,Occurrences,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Elsewhere,Registrations,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Home,Occurrences,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Home,Registrations,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Hospice,Occurrences,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Hospice,Registrations,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Hospital,Occurrences,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Hospital,Registrations,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Other communal establishment,Occurrences,0
Barking and Dagenham,E09000002,Week 6,COVID 19,Other communal establishment,Registrations,0
Barking and Dagenham,E09000002,Week 7,COVID 19,Care home,Occurrences,0
